sl_no,g_symbol,g_id,g_st,g_ed,strand,trans_id,exon_no,exon_st,exon_ed,exon_sz
7691,BRCA1,672,43170327,43044295,minus,NM_001407642.1,19,43057135,43057052,84
7692,BRCA1,672,43170327,43044295,minus,NM_001407642.1,20,43051117,43051063,55
7693,BRCA1,672,43170327,43044295,minus,NM_001407642.1,21,43049194,43049121,74
7694,BRCA1,672,43170327,43044295,minus,NM_001407642.1,22,43047703,43047643,61
7695,BRCA1,672,43170327,43044295,minus,NM_001407642.1,23,43045802,43044295,1508
7696,BRCA1,672,43170327,43044295,minus,NM_001407625.1,1,43125364,43124737,628
7697,BRCA1,672,43170327,43044295,minus,NM_001407625.1,2,43124115,43124017,99
7698,BRCA1,672,43170327,43044295,minus,NM_001407625.1,3,43115779,43115726,54
7699,BRCA1,672,43170327,43044295,minus,NM_001407625.1,4,43106533,43106456,78
7700,BRCA1,672,43170327,43044295,minus,NM_001407625.1,5,43104956,43104868,89
7701,BRCA1,672,43170327,43044295,minus,NM_001407625.1,6,43104261,43104122,140
7702,BRCA1,672,43170327,43044295,minus,NM_001407625.1,7,43099880,43099775,106
7703,BRCA1,672,43170327,43044295,minus,NM_001407625.1,8,43097289,43097244,46
7704,BRCA1,672,43170327,43044295,minus,NM_001407625.1,9,43095922,43095846,77
7705,BRCA1,672,43170327,43044295,minus,NM_001407625.1,10,43094860,43091435,3426
7706,BRCA1,672,43170327,43044295,minus,NM_001407625.1,11,43091032,43090944,89
7707,BRCA1,672,43170327,43044295,minus,NM_001407625.1,12,43082572,43082404,169
7708,BRCA1,672,43170327,43044295,minus,NM_001407625.1,13,43076614,43076488,127
7709,BRCA1,672,43170327,43044295,minus,NM_001407625.1,14,43074521,43074331,191
7710,BRCA1,672,43170327,43044295,minus,NM_001407625.1,15,43071238,43070928,311
7711,BRCA1,672,43170327,43044295,minus,NM_001407625.1,16,43067695,43067608,88
7712,BRCA1,672,43170327,43044295,minus,NM_001407625.1,17,43063951,43063874,78
7713,BRCA1,672,43170327,43044295,minus,NM_001407625.1,18,43063373,43063333,41
7714,BRCA1,672,43170327,43044295,minus,NM_001407625.1,19,43057135,43057052,84
7715,BRCA1,672,43170327,43044295,minus,NM_001407625.1,20,43051117,43051063,55
7716,BRCA1,672,43170327,43044295,minus,NM_001407625.1,21,43049194,43049121,74
7717,BRCA1,672,43170327,43044295,minus,NM_001407625.1,22,43047703,43047643,61
7718,BRCA1,672,43170327,43044295,minus,NM_001407625.1,23,43045802,43044295,1508
7719,BRCA1,672,43170327,43044295,minus,NM_001407619.1,1,43125364,43124737,628
7720,BRCA1,672,43170327,43044295,minus,NM_001407619.1,2,43124115,43124017,99
7721,BRCA1,672,43170327,43044295,minus,NM_001407619.1,3,43115779,43115726,54
7722,BRCA1,672,43170327,43044295,minus,NM_001407619.1,4,43106533,43106456,78
7723,BRCA1,672,43170327,43044295,minus,NM_001407619.1,5,43104956,43104868,89
7724,BRCA1,672,43170327,43044295,minus,NM_001407619.1,6,43104261,43104122,140
7725,BRCA1,672,43170327,43044295,minus,NM_001407619.1,7,43099880,43099775,106
7726,BRCA1,672,43170327,43044295,minus,NM_001407619.1,8,43097289,43097244,46
7727,BRCA1,672,43170327,43044295,minus,NM_001407619.1,9,43095922,43095846,77
7728,BRCA1,672,43170327,43044295,minus,NM_001407619.1,10,43094860,43091435,3426
7729,BRCA1,672,43170327,43044295,minus,NM_001407619.1,11,43091032,43090944,89
7730,BRCA1,672,43170327,43044295,minus,NM_001407619.1,12,43082575,43082404,172
7731,BRCA1,672,43170327,43044295,minus,NM_001407619.1,13,43076611,43076488,124
7732,BRCA1,672,43170327,43044295,minus,NM_001407619.1,14,43074521,43074331,191
7733,BRCA1,672,43170327,43044295,minus,NM_001407619.1,15,43071238,43070928,311
7734,BRCA1,672,43170327,43044295,minus,NM_001407619.1,16,43067695,43067608,88
7735,BRCA1,672,43170327,43044295,minus,NM_001407619.1,17,43063951,43063874,78
7736,BRCA1,672,43170327,43044295,minus,NM_001407619.1,18,43063373,43063333,41
7737,BRCA1,672,43170327,43044295,minus,NM_001407619.1,19,43057135,43057052,84
7738,BRCA1,672,43170327,43044295,minus,NM_001407619.1,20,43051117,43051063,55
7739,BRCA1,672,43170327,43044295,minus,NM_001407619.1,21,43049194,43049121,74
7740,BRCA1,672,43170327,43044295,minus,NM_001407619.1,22,43047703,43047643,61
7741,BRCA1,672,43170327,43044295,minus,NM_001407619.1,23,43045802,43044295,1508
7742,BRCA1,672,43170327,43044295,minus,NM_001407684.1,1,43125364,43124737,628
7743,BRCA1,672,43170327,43044295,minus,NM_001407684.1,2,43124115,43124017,99
7744,BRCA1,672,43170327,43044295,minus,NM_001407684.1,3,43115779,43115726,54
7745,BRCA1,672,43170327,43044295,minus,NM_001407684.1,4,43106533,43106456,78
7746,BRCA1,672,43170327,43044295,minus,NM_001407684.1,5,43104956,43104868,89
7747,BRCA1,672,43170327,43044295,minus,NM_001407684.1,6,43104261,43104122,140
7748,BRCA1,672,43170327,43044295,minus,NM_001407684.1,7,43099880,43099775,106
7749,BRCA1,672,43170327,43044295,minus,NM_001407684.1,8,43097289,43097244,46
7750,BRCA1,672,43170327,43044295,minus,NM_001407684.1,9,43095922,43095846,77
7751,BRCA1,672,43170327,43044295,minus,NM_001407684.1,10,43094860,43091435,3426
7752,BRCA1,672,43170327,43044295,minus,NM_001407684.1,11,43091032,43090944,89
7753,BRCA1,672,43170327,43044295,minus,NM_001407684.1,12,43082575,43082404,172
7754,BRCA1,672,43170327,43044295,minus,NM_001407684.1,13,43076614,43076488,127
7755,BRCA1,672,43170327,43044295,minus,NM_001407684.1,14,43074521,43074331,191
7756,BRCA1,672,43170327,43044295,minus,NM_001407684.1,15,43071238,43070928,311
7757,BRCA1,672,43170327,43044295,minus,NM_001407684.1,16,43067695,43067608,88
7758,BRCA1,672,43170327,43044295,minus,NM_001407684.1,17,43063951,43063874,78
7759,BRCA1,672,43170327,43044295,minus,NM_001407684.1,18,43063373,43063333,41
7760,BRCA1,672,43170327,43044295,minus,NM_001407684.1,19,43057135,43057052,84
7761,BRCA1,672,43170327,43044295,minus,NM_001407684.1,20,43047703,43047643,61
7762,BRCA1,672,43170327,43044295,minus,NM_001407684.1,21,43045802,43044295,1508
7763,BRCA1,672,43170327,43044295,minus,NM_001407594.1,1,43125364,43124737,628
7764,BRCA1,672,43170327,43044295,minus,NM_001407594.1,2,43124115,43124017,99
7765,BRCA1,672,43170327,43044295,minus,NM_001407594.1,3,43115779,43115726,54
7766,BRCA1,672,43170327,43044295,minus,NM_001407594.1,4,43106533,43106456,78
7767,BRCA1,672,43170327,43044295,minus,NM_001407594.1,5,43104956,43104868,89
7768,BRCA1,672,43170327,43044295,minus,NM_001407594.1,6,43104261,43104122,140
7769,BRCA1,672,43170327,43044295,minus,NM_001407594.1,7,43099880,43099775,106
7770,BRCA1,672,43170327,43044295,minus,NM_001407594.1,8,43097289,43097244,46
7771,BRCA1,672,43170327,43044295,minus,NM_001407594.1,9,43095922,43095846,77
7772,BRCA1,672,43170327,43044295,minus,NM_001407594.1,10,43094860,43091435,3426
7773,BRCA1,672,43170327,43044295,minus,NM_001407594.1,11,43091032,43090944,89
7774,BRCA1,672,43170327,43044295,minus,NM_001407594.1,12,43082575,43082404,172
7775,BRCA1,672,43170327,43044295,minus,NM_001407594.1,13,43076614,43076488,127
7776,BRCA1,672,43170327,43044295,minus,NM_001407594.1,14,43074521,43074331,191
7777,BRCA1,672,43170327,43044295,minus,NM_001407594.1,15,43071238,43070928,311
7778,BRCA1,672,43170327,43044295,minus,NM_001407594.1,16,43067695,43067608,88
7779,BRCA1,672,43170327,43044295,minus,NM_001407594.1,17,43063951,43063874,78
7780,BRCA1,672,43170327,43044295,minus,NM_001407594.1,18,43063373,43063333,41
7781,BRCA1,672,43170327,43044295,minus,NM_001407594.1,19,43057135,43057052,84
7782,BRCA1,672,43170327,43044295,minus,NM_001407594.1,20,43051117,43051063,55
7783,BRCA1,672,43170327,43044295,minus,NM_001407594.1,21,43049194,43049121,74
7784,BRCA1,672,43170327,43044295,minus,NM_001407594.1,22,43047703,43047643,61
7785,BRCA1,672,43170327,43044295,minus,NM_001407594.1,23,43045802,43044295,1508
7786,BRCA1,672,43170327,43044295,minus,NM_001407583.1,1,43125364,43124737,628
7787,BRCA1,672,43170327,43044295,minus,NM_001407583.1,2,43124115,43124017,99
7788,BRCA1,672,43170327,43044295,minus,NM_001407583.1,3,43115779,43115726,54
7789,BRCA1,672,43170327,43044295,minus,NM_001407583.1,4,43106533,43106456,78
7790,BRCA1,672,43170327,43044295,minus,NM_001407583.1,5,43104956,43104868,89
7791,BRCA1,672,43170327,43044295,minus,NM_001407583.1,6,43104261,43104122,140
7792,BRCA1,672,43170327,43044295,minus,NM_001407583.1,7,43099880,43099775,106
7793,BRCA1,672,43170327,43044295,minus,NM_001407583.1,8,43097289,43097244,46
7794,BRCA1,672,43170327,43044295,minus,NM_001407583.1,9,43095922,43095846,77
7795,BRCA1,672,43170327,43044295,minus,NM_001407583.1,10,43094860,43091435,3426
7796,BRCA1,672,43170327,43044295,minus,NM_001407583.1,11,43091032,43090944,89
7797,BRCA1,672,43170327,43044295,minus,NM_001407583.1,12,43082575,43082404,172
7798,BRCA1,672,43170327,43044295,minus,NM_001407583.1,13,43079399,43079334,66
7799,BRCA1,672,43170327,43044295,minus,NM_001407583.1,14,43076611,43076488,124
7800,BRCA1,672,43170327,43044295,minus,NM_001407583.1,15,43074521,43074331,191
7801,BRCA1,672,43170327,43044295,minus,NM_001407583.1,16,43071238,43070928,311
7802,BRCA1,672,43170327,43044295,minus,NM_001407583.1,17,43067695,43067608,88
7803,BRCA1,672,43170327,43044295,minus,NM_001407583.1,18,43063951,43063874,78
7804,BRCA1,672,43170327,43044295,minus,NM_001407583.1,19,43063373,43063333,41
7805,BRCA1,672,43170327,43044295,minus,NM_001407583.1,20,43057135,43057052,84
7806,BRCA1,672,43170327,43044295,minus,NM_001407583.1,21,43051117,43051063,55
7807,BRCA1,672,43170327,43044295,minus,NM_001407583.1,22,43049194,43049121,74
7808,BRCA1,672,43170327,43044295,minus,NM_001407583.1,23,43047703,43047643,61
7809,BRCA1,672,43170327,43044295,minus,NM_001407583.1,24,43045802,43044295,1508
7810,BRCA1,672,43170327,43044295,minus,NM_001407724.1,1,43125364,43124737,628
7811,BRCA1,672,43170327,43044295,minus,NM_001407724.1,2,43124115,43124017,99
7812,BRCA1,672,43170327,43044295,minus,NM_001407724.1,3,43115779,43115726,54
7813,BRCA1,672,43170327,43044295,minus,NM_001407724.1,4,43110580,43110465,116
7814,BRCA1,672,43170327,43044295,minus,NM_001407724.1,5,43106533,43106456,78
7815,BRCA1,672,43170327,43044295,minus,NM_001407724.1,6,43104956,43104868,89
7816,BRCA1,672,43170327,43044295,minus,NM_001407724.1,7,43104261,43104122,140
7817,BRCA1,672,43170327,43044295,minus,NM_001407724.1,8,43099880,43099775,106
7818,BRCA1,672,43170327,43044295,minus,NM_001407724.1,9,43097289,43097244,46
7819,BRCA1,672,43170327,43044295,minus,NM_001407724.1,10,43095922,43095846,77
7820,BRCA1,672,43170327,43044295,minus,NM_001407724.1,11,43094860,43091435,3426
7821,BRCA1,672,43170327,43044295,minus,NM_001407724.1,12,43091032,43090944,89
7822,BRCA1,672,43170327,43044295,minus,NM_001407724.1,13,43082575,43082404,172
7823,BRCA1,672,43170327,43044295,minus,NM_001407724.1,14,43076614,43076488,127
7824,BRCA1,672,43170327,43044295,minus,NM_001407724.1,15,43074521,43074331,191
7825,BRCA1,672,43170327,43044295,minus,NM_001407724.1,16,43071238,43070928,311
7826,BRCA1,672,43170327,43044295,minus,NM_001407724.1,17,43067695,43067608,88
7827,BRCA1,672,43170327,43044295,minus,NM_001407724.1,18,43063951,43063874,78
7828,BRCA1,672,43170327,43044295,minus,NM_001407724.1,19,43063373,43063333,41
7829,BRCA1,672,43170327,43044295,minus,NM_001407724.1,20,43057135,43057052,84
7830,BRCA1,672,43170327,43044295,minus,NM_001407724.1,21,43051117,43051063,55
7831,BRCA1,672,43170327,43044295,minus,NM_001407724.1,22,43049194,43049121,74
7832,BRCA1,672,43170327,43044295,minus,NM_001407724.1,23,43047703,43047643,61
7833,BRCA1,672,43170327,43044295,minus,NM_001407724.1,24,43045802,43044295,1508
7834,BRCA1,672,43170327,43044295,minus,NM_001407697.1,1,43125364,43124737,628
7835,BRCA1,672,43170327,43044295,minus,NM_001407697.1,2,43124115,43124017,99
7836,BRCA1,672,43170327,43044295,minus,NM_001407697.1,3,43119265,43119121,145
7837,BRCA1,672,43170327,43044295,minus,NM_001407697.1,4,43115779,43115726,54
7838,BRCA1,672,43170327,43044295,minus,NM_001407697.1,5,43106533,43106456,78
7839,BRCA1,672,43170327,43044295,minus,NM_001407697.1,6,43104956,43104868,89
7840,BRCA1,672,43170327,43044295,minus,NM_001407697.1,7,43104261,43104122,140
7841,BRCA1,672,43170327,43044295,minus,NM_001407697.1,8,43099880,43099775,106
7842,BRCA1,672,43170327,43044295,minus,NM_001407697.1,9,43097289,43097244,46
7843,BRCA1,672,43170327,43044295,minus,NM_001407697.1,10,43095922,43095846,77
7844,BRCA1,672,43170327,43044295,minus,NM_001407697.1,11,43094860,43091435,3426
7845,BRCA1,672,43170327,43044295,minus,NM_001407697.1,12,43091032,43090944,89
7846,BRCA1,672,43170327,43044295,minus,NM_001407697.1,13,43082575,43082404,172
7847,BRCA1,672,43170327,43044295,minus,NM_001407697.1,14,43076614,43076488,127
7848,BRCA1,672,43170327,43044295,minus,NM_001407697.1,15,43074521,43074331,191
7849,BRCA1,672,43170327,43044295,minus,NM_001407697.1,16,43071238,43070928,311
7850,BRCA1,672,43170327,43044295,minus,NM_001407697.1,17,43067695,43067608,88
7851,BRCA1,672,43170327,43044295,minus,NM_001407697.1,18,43063951,43063874,78
7852,BRCA1,672,43170327,43044295,minus,NM_001407697.1,19,43063373,43063333,41
7853,BRCA1,672,43170327,43044295,minus,NM_001407697.1,20,43057135,43057052,84
7854,BRCA1,672,43170327,43044295,minus,NM_001407697.1,21,43051117,43051063,55
7855,BRCA1,672,43170327,43044295,minus,NM_001407697.1,22,43049194,43049121,74
7856,BRCA1,672,43170327,43044295,minus,NM_001407697.1,23,43047703,43047643,61
7857,BRCA1,672,43170327,43044295,minus,NM_001407697.1,24,43045802,43044295,1508
7858,BRCA1,672,43170327,43044295,minus,NM_001407838.1,1,43125364,43124737,628
7859,BRCA1,672,43170327,43044295,minus,NM_001407838.1,2,43124115,43124017,99
7860,BRCA1,672,43170327,43044295,minus,NM_001407838.1,3,43121676,43121558,119
7861,BRCA1,672,43170327,43044295,minus,NM_001407838.1,4,43115779,43115726,54
7862,BRCA1,672,43170327,43044295,minus,NM_001407838.1,5,43106533,43106456,78
7863,BRCA1,672,43170327,43044295,minus,NM_001407838.1,6,43104956,43104868,89
7864,BRCA1,672,43170327,43044295,minus,NM_001407838.1,7,43104261,43104122,140
7865,BRCA1,672,43170327,43044295,minus,NM_001407838.1,8,43099877,43099775,103
7866,BRCA1,672,43170327,43044295,minus,NM_001407838.1,9,43097289,43097244,46
7867,BRCA1,672,43170327,43044295,minus,NM_001407838.1,10,43095922,43095846,77
7868,BRCA1,672,43170327,43044295,minus,NM_001407838.1,11,43094860,43091435,3426
7869,BRCA1,672,43170327,43044295,minus,NM_001407838.1,12,43091032,43090944,89
7870,BRCA1,672,43170327,43044295,minus,NM_001407838.1,13,43082575,43082404,172
7871,BRCA1,672,43170327,43044295,minus,NM_001407838.1,14,43076611,43076488,124
7872,BRCA1,672,43170327,43044295,minus,NM_001407838.1,15,43074521,43074331,191
7873,BRCA1,672,43170327,43044295,minus,NM_001407838.1,16,43071238,43070928,311
7874,BRCA1,672,43170327,43044295,minus,NM_001407838.1,17,43067695,43067608,88
7875,BRCA1,672,43170327,43044295,minus,NM_001407838.1,18,43063951,43063874,78
7876,BRCA1,672,43170327,43044295,minus,NM_001407838.1,19,43063373,43063333,41
7877,BRCA1,672,43170327,43044295,minus,NM_001407838.1,20,43057135,43057052,84
7878,BRCA1,672,43170327,43044295,minus,NM_001407838.1,21,43051117,43051063,55
7879,BRCA1,672,43170327,43044295,minus,NM_001407838.1,22,43049194,43049121,74
7880,BRCA1,672,43170327,43044295,minus,NM_001407838.1,23,43047703,43047643,61
7881,BRCA1,672,43170327,43044295,minus,NM_001407838.1,24,43045802,43044295,1508
7882,BRCA1,672,43170327,43044295,minus,NM_001408410.1,1,43125364,43124737,628
7883,BRCA1,672,43170327,43044295,minus,NM_001408410.1,2,43124115,43124017,99
7884,BRCA1,672,43170327,43044295,minus,NM_001408410.1,3,43121676,43121558,119
7885,BRCA1,672,43170327,43044295,minus,NM_001408410.1,4,43115779,43115726,54
7886,BRCA1,672,43170327,43044295,minus,NM_001408410.1,5,43106533,43106456,78
7887,BRCA1,672,43170327,43044295,minus,NM_001408410.1,6,43104956,43104868,89
7888,BRCA1,672,43170327,43044295,minus,NM_001408410.1,7,43104261,43104122,140
7889,BRCA1,672,43170327,43044295,minus,NM_001408410.1,8,43099880,43099775,106
7890,BRCA1,672,43170327,43044295,minus,NM_001408410.1,9,43097289,43097244,46
7891,BRCA1,672,43170327,43044295,minus,NM_001408410.1,10,43095922,43095846,77
7892,BRCA1,672,43170327,43044295,minus,NM_001408410.1,11,43094860,43094744,117
7893,BRCA1,672,43170327,43044295,minus,NM_001408410.1,12,43091032,43090944,89
7894,BRCA1,672,43170327,43044295,minus,NM_001408410.1,13,43082575,43082404,172
7895,BRCA1,672,43170327,43044295,minus,NM_001408410.1,14,43079399,43079334,66
7896,BRCA1,672,43170327,43044295,minus,NM_001408410.1,15,43076614,43076488,127
7897,BRCA1,672,43170327,43044295,minus,NM_001408410.1,16,43074521,43074331,191
7898,BRCA1,672,43170327,43044295,minus,NM_001408410.1,17,43071238,43070928,311
7899,BRCA1,672,43170327,43044295,minus,NM_001408410.1,18,43067695,43067608,88
7900,BRCA1,672,43170327,43044295,minus,NM_001408410.1,19,43063951,43063874,78
7901,BRCA1,672,43170327,43044295,minus,NM_001408410.1,20,43063373,43063333,41
7902,BRCA1,672,43170327,43044295,minus,NM_001408410.1,21,43057135,43057052,84
7903,BRCA1,672,43170327,43044295,minus,NM_001408410.1,22,43051117,43051063,55
7904,BRCA1,672,43170327,43044295,minus,NM_001408410.1,23,43049194,43049121,74
7905,BRCA1,672,43170327,43044295,minus,NM_001408410.1,24,43047703,43047643,61
7906,BRCA1,672,43170327,43044295,minus,NM_001408410.1,25,43045802,43044295,1508
7907,BRCA1,672,43170327,43044295,minus,NM_001407741.1,1,43125364,43124737,628
7908,BRCA1,672,43170327,43044295,minus,NM_001407741.1,2,43124115,43124017,99
7909,BRCA1,672,43170327,43044295,minus,NM_001407741.1,3,43121680,43121558,123
7910,BRCA1,672,43170327,43044295,minus,NM_001407741.1,4,43115779,43115726,54
7911,BRCA1,672,43170327,43044295,minus,NM_001407741.1,5,43106533,43106456,78
7912,BRCA1,672,43170327,43044295,minus,NM_001407741.1,6,43104956,43104868,89
7913,BRCA1,672,43170327,43044295,minus,NM_001407741.1,7,43104261,43104122,140
7914,BRCA1,672,43170327,43044295,minus,NM_001407741.1,8,43099877,43099775,103
7915,BRCA1,672,43170327,43044295,minus,NM_001407741.1,9,43097289,43097244,46
7916,BRCA1,672,43170327,43044295,minus,NM_001407741.1,10,43095922,43095846,77
7917,BRCA1,672,43170327,43044295,minus,NM_001407741.1,11,43094860,43091435,3426
7918,BRCA1,672,43170327,43044295,minus,NM_001407741.1,12,43091032,43090944,89
7919,BRCA1,672,43170327,43044295,minus,NM_001407741.1,13,43082575,43082404,172
7920,BRCA1,672,43170327,43044295,minus,NM_001407741.1,14,43076614,43076488,127
7921,BRCA1,672,43170327,43044295,minus,NM_001407741.1,15,43074521,43074331,191
7922,BRCA1,672,43170327,43044295,minus,NM_001407741.1,16,43071238,43070928,311
7923,BRCA1,672,43170327,43044295,minus,NM_001407741.1,17,43067695,43067608,88
7924,BRCA1,672,43170327,43044295,minus,NM_001407741.1,18,43063951,43063874,78
7925,BRCA1,672,43170327,43044295,minus,NM_001407741.1,19,43063373,43063333,41
7926,BRCA1,672,43170327,43044295,minus,NM_001407741.1,20,43057135,43057052,84
7927,BRCA1,672,43170327,43044295,minus,NM_001407741.1,21,43051117,43051063,55
7928,BRCA1,672,43170327,43044295,minus,NM_001407741.1,22,43049194,43049121,74
7929,BRCA1,672,43170327,43044295,minus,NM_001407741.1,23,43047703,43047643,61
7930,BRCA1,672,43170327,43044295,minus,NM_001407741.1,24,43045802,43044295,1508
7931,BRCA1,672,43170327,43044295,minus,NM_001408415.1,1,43125364,43124017,1348
7932,BRCA1,672,43170327,43044295,minus,NM_001408415.1,2,43115779,43115726,54
7933,BRCA1,672,43170327,43044295,minus,NM_001408415.1,3,43104956,43104868,89
7934,BRCA1,672,43170327,43044295,minus,NM_001408415.1,4,43104261,43104122,140
7935,BRCA1,672,43170327,43044295,minus,NM_001408415.1,5,43099880,43099775,106
7936,BRCA1,672,43170327,43044295,minus,NM_001408415.1,6,43097289,43097244,46
7937,BRCA1,672,43170327,43044295,minus,NM_001408415.1,7,43095922,43095846,77
7938,BRCA1,672,43170327,43044295,minus,NM_001408415.1,8,43094860,43094744,117
7939,BRCA1,672,43170327,43044295,minus,NM_001408415.1,9,43091032,43090944,89
7940,BRCA1,672,43170327,43044295,minus,NM_001408415.1,10,43082575,43082404,172
7941,BRCA1,672,43170327,43044295,minus,NM_001408415.1,11,43076611,43076488,124
7942,BRCA1,672,43170327,43044295,minus,NM_001408415.1,12,43074521,43074331,191
7943,BRCA1,672,43170327,43044295,minus,NM_001408415.1,13,43071238,43070928,311
7944,BRCA1,672,43170327,43044295,minus,NM_001408415.1,14,43067695,43067608,88
7945,BRCA1,672,43170327,43044295,minus,NM_001408415.1,15,43063951,43063874,78
7946,BRCA1,672,43170327,43044295,minus,NM_001408415.1,16,43063373,43063333,41
7947,BRCA1,672,43170327,43044295,minus,NM_001408415.1,17,43057135,43057052,84
7948,BRCA1,672,43170327,43044295,minus,NM_001408415.1,18,43051117,43051063,55
7949,BRCA1,672,43170327,43044295,minus,NM_001408415.1,19,43049194,43049121,74
7950,BRCA1,672,43170327,43044295,minus,NM_001408415.1,20,43047703,43047643,61
7951,BRCA1,672,43170327,43044295,minus,NM_001408415.1,21,43045802,43044295,1508
7952,BRCA1,672,43170327,43044295,minus,NM_001408483.1,1,43125364,43124017,1348
7953,BRCA1,672,43170327,43044295,minus,NM_001408483.1,2,43115779,43115726,54
7954,BRCA1,672,43170327,43044295,minus,NM_001408483.1,3,43106533,43106478,56
7955,BRCA1,672,43170327,43044295,minus,NM_001408483.1,4,43104956,43104868,89
7956,BRCA1,672,43170327,43044295,minus,NM_001408483.1,5,43104261,43104122,140
7957,BRCA1,672,43170327,43044295,minus,NM_001408483.1,6,43099880,43099775,106
7958,BRCA1,672,43170327,43044295,minus,NM_001408483.1,7,43097289,43097244,46
7959,BRCA1,672,43170327,43044295,minus,NM_001408483.1,8,43095922,43095846,77
7960,BRCA1,672,43170327,43044295,minus,NM_001408483.1,9,43094860,43094744,117
7961,BRCA1,672,43170327,43044295,minus,NM_001408483.1,10,43091032,43090944,89
7962,BRCA1,672,43170327,43044295,minus,NM_001408483.1,11,43082575,43082404,172
7963,BRCA1,672,43170327,43044295,minus,NM_001408483.1,12,43076611,43076488,124
7964,BRCA1,672,43170327,43044295,minus,NM_001408483.1,13,43074521,43074331,191
7965,BRCA1,672,43170327,43044295,minus,NM_001408483.1,14,43071238,43070928,311
7966,BRCA1,672,43170327,43044295,minus,NM_001408483.1,15,43067695,43067608,88
7967,BRCA1,672,43170327,43044295,minus,NM_001408483.1,16,43063951,43063874,78
7968,BRCA1,672,43170327,43044295,minus,NM_001408483.1,17,43063373,43063333,41
7969,BRCA1,672,43170327,43044295,minus,NM_001408483.1,18,43057135,43057052,84
7970,BRCA1,672,43170327,43044295,minus,NM_001408483.1,19,43051117,43051063,55
7971,BRCA1,672,43170327,43044295,minus,NM_001408483.1,20,43049194,43049121,74
7972,BRCA1,672,43170327,43044295,minus,NM_001408483.1,21,43047703,43047643,61
7973,BRCA1,672,43170327,43044295,minus,NM_001408483.1,22,43045802,43044295,1508
7974,BRCA1,672,43170327,43044295,minus,NM_001407634.1,1,43125364,43124017,1348
7975,BRCA1,672,43170327,43044295,minus,NM_001407634.1,2,43115779,43115726,54
7976,BRCA1,672,43170327,43044295,minus,NM_001407634.1,3,43106533,43106456,78
7977,BRCA1,672,43170327,43044295,minus,NM_001407634.1,4,43104956,43104868,89
7978,BRCA1,672,43170327,43044295,minus,NM_001407634.1,5,43104261,43104122,140
7979,BRCA1,672,43170327,43044295,minus,NM_001407634.1,6,43099877,43099775,103
7980,BRCA1,672,43170327,43044295,minus,NM_001407634.1,7,43097289,43097244,46
7981,BRCA1,672,43170327,43044295,minus,NM_001407634.1,8,43095922,43095846,77
7982,BRCA1,672,43170327,43044295,minus,NM_001407634.1,9,43094860,43091435,3426
7983,BRCA1,672,43170327,43044295,minus,NM_001407634.1,10,43091032,43090944,89
7984,BRCA1,672,43170327,43044295,minus,NM_001407634.1,11,43082575,43082404,172
7985,BRCA1,672,43170327,43044295,minus,NM_001407634.1,12,43076611,43076488,124
7986,BRCA1,672,43170327,43044295,minus,NM_001407634.1,13,43074521,43074331,191
7987,BRCA1,672,43170327,43044295,minus,NM_001407634.1,14,43071238,43070928,311
7988,BRCA1,672,43170327,43044295,minus,NM_001407634.1,15,43067695,43067608,88
7989,BRCA1,672,43170327,43044295,minus,NM_001407634.1,16,43063951,43063874,78
7990,BRCA1,672,43170327,43044295,minus,NM_001407634.1,17,43063373,43063333,41
7991,BRCA1,672,43170327,43044295,minus,NM_001407634.1,18,43057135,43057052,84
7992,BRCA1,672,43170327,43044295,minus,NM_001407634.1,19,43051117,43051063,55
7993,BRCA1,672,43170327,43044295,minus,NM_001407634.1,20,43049194,43049121,74
7994,BRCA1,672,43170327,43044295,minus,NM_001407634.1,21,43047703,43047643,61
7995,BRCA1,672,43170327,43044295,minus,NM_001407634.1,22,43045802,43044295,1508
7996,BRCA1,672,43170327,43044295,minus,NM_001407610.1,1,43125364,43124017,1348
7997,BRCA1,672,43170327,43044295,minus,NM_001407610.1,2,43115779,43115726,54
7998,BRCA1,672,43170327,43044295,minus,NM_001407610.1,3,43106533,43106456,78
7999,BRCA1,672,43170327,43044295,minus,NM_001407610.1,4,43104956,43104868,89
8000,BRCA1,672,43170327,43044295,minus,NM_001407610.1,5,43104261,43104122,140
8001,BRCA1,672,43170327,43044295,minus,NM_001407610.1,6,43099877,43099775,103
8002,BRCA1,672,43170327,43044295,minus,NM_001407610.1,7,43097289,43097244,46
8003,BRCA1,672,43170327,43044295,minus,NM_001407610.1,8,43095922,43095846,77
8004,BRCA1,672,43170327,43044295,minus,NM_001407610.1,9,43094860,43091435,3426
8005,BRCA1,672,43170327,43044295,minus,NM_001407610.1,10,43091032,43090944,89
8006,BRCA1,672,43170327,43044295,minus,NM_001407610.1,11,43082575,43082404,172
8007,BRCA1,672,43170327,43044295,minus,NM_001407610.1,12,43076614,43076488,127
8008,BRCA1,672,43170327,43044295,minus,NM_001407610.1,13,43074521,43074331,191
8009,BRCA1,672,43170327,43044295,minus,NM_001407610.1,14,43071238,43070928,311
8010,BRCA1,672,43170327,43044295,minus,NM_001407610.1,15,43067695,43067608,88
8011,BRCA1,672,43170327,43044295,minus,NM_001407610.1,16,43063951,43063874,78
8012,BRCA1,672,43170327,43044295,minus,NM_001407610.1,17,43063373,43063333,41
8013,BRCA1,672,43170327,43044295,minus,NM_001407610.1,18,43057135,43057052,84
